0,idx
အိမ် က တစ် ယောက် လဲ အဲ့လို ဖြစ် လို့ အဆုတ် ဓါတ်မှန် ရိုက် ပြီး ဆေးခန်း ပြ တာ အဆုတ် ယောင် နေ လို့ နှလုံး ယောင် တာ လို့ ပြော တယ်,idx_new_health_173
ကလေး က ကား စီး ရင် မူး တာ နှလုံး မ ကောင်း လို့ လား ဆရာ နှလုံး စစ်ကြည့် ဖို့ လို လား ပျောက် ကော ပျောက် ပါ မလား ဆရာ,idx_new_health_174
ဆင်ငိုမြက် လို့ ခေါ် တဲ့ ဒီ အပင် လေး ကို နှလုံး သွေးကြောကျဉ်း သူ တွေ အတွက် လည်း ပစ္စည်း ငါး ပါး ကို ပြုတ်သောက် ရ ပါ တယ်,idx_new_health_175
ဆီးချို သမား တွေ က ဘာ စား လို့ ရ လဲ ရှင့် အဖွား က သွား ပါ ကိုက် နေ တော့ စား ရ တာ အဆင်မပြေ ဖြစ် နေ လို့ ပါ,idx_new_health_176
အမ က လက်ရှိ နှလုံး သွေးကြောကျဉ်း လို့ ဆေးကုနေ ရ သူ ပါ အမ ဖြစ် တာ တော့ ဘယ်ဘက် ရင်ဘတ် အောင့် ပြီး အသက်ရှူ မဝ ဖြစ် တာ ပါ,idx_new_health_177
ခါးနာ မယ် မိန်းမ ဆို ရင် မိန်းမ ကိုယ် ယား မယ် ယောကျာ်း ဆို ရင် ကပယ်အိတ် တင်း ပြီး နှလုံး ကြီး မယ် ဝမ်းချုပ် မ ခံ နဲ့ ရေပုံ မှန် သောက် ပေး,idx_new_health_178
သွေးဖိအား များ တယ် ဆို တာ နှလုံး သွေးကြော နဲ့ ပတ်သက် လို့ ပြဿနာ ရှိ နေ တာ ဖြစ် ပြီး သွေးတိုး ရောဂါ ဖြစ် လာ ရင် သွေးလွှတ်ကြော တွေ ကျဉ်းမြောင်း လာ ပါ တယ်,idx_new_health_179
ဆီးချို နေ တက် နေ တဲ အချိန် မှာ ထိုး လို ရ လား ဆရာ,idx_new_health_180
ကလေး ကိုဗစ် ကာကွယ်ဆေး တွေ က စိတ်ချ ရ ပါ့ မလား,idx_new_health_2
ကလေး ကိုဗစ် ကာကွယ်ဆေး တွေ ကို စ ပြီး ထိုး လို့ ရ နေ ပြီ လား,idx_new_health_3
ကလေး တွေ ကို ကိုဗစ် ကာကွယ်ဆေး ထိုး ပေး သင့် လား,idx_new_health_5
ကလေး အများစု မှာ တော့ ကိုဗစ် က မ ပြင်းထန် ပါ ဘူး,idx_new_health_6
ကာကွယ်ဆေး က တော့ ကိုဗစ် ကို ခုခံ ဖို့ ကိုယ်ခံအား ကို သေချာ ပေါက် ထွက် စေ မယ့် အရာပါ,idx_new_health_7
ကိုဗစ် က ဆံပင်ကျွတ် စေ တာ လား,idx_new_health_10
ကိုဗစ် က တော့ ကိုရိုနာ ဗိုင်းရပ်စ် ကြောင့် ဖြစ် ရ တာ ပါ,idx_new_health_11
ကိုဗစ် က တော့ ပို ပြင်းထန် တယ် လို့ ပြော လို့ ရ ပါ တယ်,idx_new_health_12
ကိုဗစ် က နာလန် ထ ပြီး ရုတ်တရက် သေဆုံး ရ တဲ့ အကြောင်းရင်း က ဘာ လဲ,idx_new_health_15
ကိုဗစ် က နေ ပြန်လည် ကျန်းမာ လာ ချိန် ဒါ လေး တွေ ဂရုစိုက် ပါ,idx_new_health_19
ကိုဗစ် က နေ ပြန်လည် ကျန်းမာ လာ တဲ့ အခါ ကိုယ်ခံအား ပြည့်ဝ လာ စေ ဖို့ ဘာလုပ် ရ မ လဲ,idx_new_health_21
ကိုဗစ် က နေ မ လွတ် မြောက် နိုင် တော့ ဘူး လား,idx_new_health_25
ကိုဗစ် က ပြန်လည် ကျန်းမာ လာ သူ တွေ အတွက်  လေ့ကျင့်ခန်း များ တွေ က ဘာ လဲ,idx_new_health_30
ကိုဗစ် က ဖြစ် ပြီး သား လူ ရော ထပ် ဖြစ် တတ် ပါ သလား ရှင်,idx_new_health_31
ကိုဗစ် က ဘာ လို့ အသေအပျောက် တွေ များ လာ တာ လဲ,idx_new_health_33
ကိုဗစ် က ရာသီ ကို ထိမ် စေ နိုင် သလား,idx_new_health_34
ကိုဗစ် က လည်း မော ပါ တယ် စဉ်းစား ကြည့် ပါ,idx_new_health_36
ကိုဗစ် က လေ ထဲ က နေ ကူး တယ် ဆိုတာ ဘယ်လို မျိုး လဲ,idx_new_health_39
ကိုဗစ် က ဝမ်းပျက် တတ် ပါ တယ် အားနည်း ရင် ပြန် ဖျား တတ် ပါ တယ်,idx_new_health_40
ကိုဗစ် က အဖျား ပျောက် လည်း နလန်ထ အရေးကြီး ပါ တယ်,idx_new_health_42
ကိုဗစ် က အသက်ရှူ လမ်းကြောင်း ကို ထိခိုက် စေ တဲ့ ဗိုင်းရပ်စ် တစ် မျိုး ပါ,idx_new_health_43
ကိုဗစ် က အသေအပျောက် ရှိ ပေမယ့် အချို့ တွေ မှာ ပြန် ကောင်း လာ တတ် ပါ တယ်,idx_new_health_44
ကိုဗစ် က အေး ရင် ပို ဆိုး လာ သလား,idx_new_health_45
ကိုဗစ် ကာကွယ် ဖို့ ဗီတာမင် စီ သောက် ရင် ရ ပြီ လား,idx_new_health_46
ကိုဗစ် ကာကွယ် ဖို့ ရာ ဗီတာမင် ဒီ ကို မဖြစ် မနေ သောက် သင့်လား,idx_new_health_47
ကိုဗစ် ကာကွယ်ဆေး က တုပ်ကွေး ကာကွယ်ဆေး တွေ ထက် ပို ထိရောက် ပါ တယ်,idx_new_health_49
ကိုဗစ် ကာကွယ်ဆေး က ပေး တဲ့ ခုခံ အား က များ လား ,idx_new_health_50
ကိုဗစ် ကာကွယ်ဆေး ကို ဘယ်သူ တွေ ထိုး နှံ လို့ ရ လဲ ဘယ်သူ တွေ သတိထား ရ မလဲ,idx_new_health_51
ကိုဗစ် ကာကွယ်ဆေး ကို ဘယ်သူ တွေ ထိုး လို့ ဘယ်သူ တွေ မ ထိုး သင့်ဘူး လဲ,idx_new_health_52
ကိုဗစ် ကာကွယ်ဆေး ကြောင့် ဘယ်လို ဘေးထွက် ဆိုးကျိုး တွေ ခံစား နိုင် သ လဲ,idx_new_health_54
ကိုဗစ် ကာကွယ်ဆေး တွေ ကို ရော ထိုး ရင် ဘာ ကောင်းကျိုး တွေ ရ မှာ လဲ,idx_new_health_60
ကိုဗစ် ကာကွယ်ဆေး တွေ ကို ရော ထိုး ရင် သတိထား ရ မယ့် အချက် တွေ က ဘာ လဲ,idx_new_health_61
ကိုဗစ် ကာကွယ်ဆေး တွေ ကို ရော ထိုး လို့ ရ မ ရ သိ ချင် ပါ တယ်,idx_new_health_62
ကိုဗစ် ကာကွယ်ဆေး တွေ ကို ရော ထိုး လို့ ရ သလား,idx_new_health_64
ကိုဗစ် ကာကွယ်ဆေး တွေ ကြား က ကွာခြားချက် တွေ က ဘာ လဲ,idx_new_health_65
ကိုဗစ် ကာကွယ်ဆေး ထိုး တော့ မယ် ဆို ရင် ဘာ လုပ် ရ မ လဲ,idx_new_health_67
ကိုဗစ် ကာကွယ်ဆေး ထိုး ပြီး ကိုဗစ် ဖြစ် ကြ တာ ဘာ ကြောင့် လဲ,idx_new_health_69
ကိုဗစ် ကာကွယ်ဆေး ထိုး ပြီး တဲ့ အခါ ကိုဗစ် မ ဖြစ် ပါ ဘူး,idx_new_health_72
ကိုဗစ် ကာကွယ်ဆေး ထိုး ပြီး တဲ့ အခါ ဘာ တွေ ခံစား ရ နိုင် လဲ,idx_new_health_73
ကိုဗစ် ကာကွယ်ဆေး ထိုး ပြီး ရင် ရော ဘာ တွေ ဂရုစိုက် ဖို့ လို ဦး မလဲ,idx_new_health_74
ကိုဗစ် ကာကွယ်ဆေး ထိုး လို့ ရ ပါ သလား ရှင့်,idx_new_health_75
ကိုဗစ် ကာကွယ်ဆေး ထိုး လို့ ရ လား ရှင့်,idx_new_health_76
ကိုဗစ် ကာကွယ်ဆေး နဲ့ ဓာတ်မတည့် ဘူး ဆိုတာ က ရော,idx_new_health_79
ကိုဗစ် ကာကွယ်ဆေး ဘယ် တော့ လောက် ရ နိုင် မလဲ,idx_new_health_82
ကိုဗစ် ကာကွယ်ဆေး မ ထိုး ခင် ဘာ တွေ စား သွား မလဲ,idx_new_health_84
ကိုဗစ် ကာကွယ်ဆေး မ ထိုး ခင် မှာ ဘာ တွေ ပြင်ဆင် ထား ရ မလဲ,idx_new_health_85
ကိုဗစ် ကာကွယ်ဆေး မ ထိုး ရ သေး တဲ့ သူ တွေ ကိုဗစ် ဖြစ် ပြီး အချိန် ဘယ်လောက် ကြာ မှ ထိုး ရ မှာ လဲ,idx_new_health_86
ကိုဗစ် ကာကွယ်ဆေး ဟာ နို့ထွက် နှုန်း ပေါ် သက်ရောက်မှု မရှိ ပါ ဘူး,idx_new_health_88
ကိုဗစ် ကာလ စိတ် ကျန်းမာရေး အတွက် ဆိုရှယ် မီဒီယာ ကို လျှော့ သုံး ကြ မယ်,idx_new_health_92
ကိုဗစ် ကာလ မ ဖြစ် မ နေ မှီဝဲ ပေး သင့် တဲ့ အာဟာရ တွေ က ဘာ လဲ,idx_new_health_93
ကိုဗစ် ကာလ မှာ စည်သွပ်ဘူး ပိတ် အစားအစာ တွေ ကို ပြန် စား နေ မိ ပြီ လား,idx_new_health_98
ကိုဗစ် ကာလ မှာ ဘာ ကြောင့် အိပ်မပျော် ရ တာ လဲ,idx_new_health_100
ကိုဗစ် ကာလ မှာ လူ တိုင်း သိ ချင် နေ မယ့် ပုံမှန် အောက်ဆီဂျင် ပမာဏ ဆိုတာ ဘာ လဲ,idx_new_health_103
ကိုဗစ် ကာလ မှာ ဝိတ်ချ သင့် သလား,idx_new_health_105
ကိုဗစ် ကာလ မှာ သားဆက်ခြား ပြဿနာ တွေ ကို ဘယ်လို ဖြေရှင်း ကြ မလဲ,idx_new_health_106
ကိုဗစ် ကာလ မှာ သွေးတွင်း အောက်ဆီဂျင် ကို အခု လို မြှင့်တင် ပါ,idx_new_health_107
ကိုဗစ် ကာလ မှာ အန္တရာယ် ကင်းကင်း လမ်းလျှောက် ထွက် ရအောင်,idx_new_health_108
ကိုဗစ် ကာလ မှာ အသက်ရှူ လမ်းကြောင်း ကို ကာကွယ် ဖို့ သတိရ ပါ,idx_new_health_110
ကိုဗစ် ကာလ မှာ အိမ် မှာ နေ ရင်း ဇက်ကြော တက် တာ ကို ဘယ်လို ကာကွယ် မလဲ,idx_new_health_112
ကိုဗစ် ကာလ အတွင်း မှာ တကယ် ပဲ ဝ လာ ကြ သလား,idx_new_health_113
ကိုဗစ် ကို ဘယ်လို ရင်ဆိုင် မလဲ,idx_new_health_119
ကိုဗစ် ကို မ ပေါ့ ပါ နဲ့ ရှင့် ကြောက် လဲ မ ကြောက် ပါ နဲ့ ရှင့်,idx_new_health_120
ကိုဗစ် ကို မ မေ့ ပါ နဲ့,idx_new_health_121
ကိုဗစ် ကို ရင်ဆိုင် နိုင် မဲ့ အကောင်းဆုံး သော နည်းလမ်း က ကိုယ်ခံအား ကောင်း ဖို့ ပါ,idx_new_health_122
ကိုဗစ် ကို သေချာ ကာကွယ် ပါ,idx_new_health_123
ကိုဗစ် ကုသ ရေး အတွက် အရေးပါ လာ နိုင် တဲ့ သွေးရည်ကြည် ကုထုံး ကို ရှင်း ပြ ပေး ပါ,idx_new_health_125
ကိုဗစ် ကြောင့် အနံ့ ပျောက် တာ လား တခြား အကြောင်းရင်း ကြောင့် လား,idx_new_health_131
ကိုဗစ် စ တဲ့ ရောဂါ တွေ ကြောင့် လည်း အဆုတ် ထိခိုက် နိုင် ပါ တယ်,idx_new_health_133
ကိုဗစ် ဆေး ထိုး ပြီး အရက် ဆေးလိပ် သောက် မိ ရင် ဘာ ဖြစ် တတ် လဲ ဟင်,idx_new_health_137
ကိုဗစ် နောက်ဆက်တွဲ မျက်စိမှုန် နေ တတ် သလား,idx_new_health_148
ကိုဗစ် နဲ့ မျိုးရိုး ဗီဇ ပြောင်းလဲမှု,idx_new_health_154
ကိုဗစ် နဲ့ ဝှေးစေ့ အောင့် ခြင်း ဖြစ်စဉ်,idx_new_health_155
ကိုဗစ် ပျောက် သွား တောင် နေ လို့ မ ကောင်း သေး တာ ဘာ ကြောင့်လဲ,idx_new_health_159
ကိုဗစ် ပြီး ရင် ဘာ တွေ ဆက် ခံ စား ရ ဦး မှာ လဲ,idx_new_health_160
ကိုဗစ် ဖြစ် ချောင်းဆိုး နေ တဲ့ သူ ရော နာနတ်သီး နဲ့ တည့် လား ရှင့်,idx_new_health_161
ကိုဗစ် ဖြစ် တုန်း က အနံ့ အရသာ ပျောက် တာ က အစား စား ဝင် ခဲ့ သေး တယ်,idx_new_health_162
ကိုဗစ် ဖြစ် တဲ့ သူ တိုင်း က တော့ ပြင်းထန် ကြ တာ မ ဟုတ် ပါ ဘူး,idx_new_health_163
ကိုဗစ် ဖြစ် နေ့စဉ် အရည် ဓာတ် အတွက် အုန်းစိမ်းရည် သောက် ရင် တည့် ပါ သလား,idx_new_health_166
ကိုဗစ် ဖြစ် ပြီး ထပ် ဖြစ် နိုင် သေး သလား,idx_new_health_168
ကိုဗစ် ဖြစ် ပြီး နှစ် ပတ် တွင်း ဆေး ထိုး လို့ ရ နိုင် ပါ လား ဗျ,idx_new_health_171
ကိုဗစ် ဖြစ် ပြီး ဘယ်လောက် ကြာ ရင် လိင် ဆက်ဆံ လို့ ရ ပြီ လဲ,idx_new_health_172
ကိုဗစ် ဖြစ် ပြီး ရင် ရာသီ ထိမ် သွား တတ် သလား,idx_new_health_175
ကိုဗစ် ဖြစ် ပြီး ရင် ရော ဘယ်လောက် အကြာ မှ ထိုး ရ လဲ ဗျ,idx_new_health_176
ကိုဗစ် ဖြစ် ပြီး ရင် သင် အကောင်း တိုင်း ကျန် ပါ ဦး မလား,idx_new_health_177
ကိုဗစ် ဖြစ် ပြီး လူ ဘယ်လောက် ကြာ လျှင် ထိုး လို့ ရ ပါ လဲ ရှင်,idx_new_health_178
ကိုဗစ် ဖြစ် ပြီး သူများ ဘယ် အချိန် မှာ ထိုး လို့ ရ ပါ သလဲ,idx_new_health_179
ကိုဗစ် ဖြစ် ရင် ဘာ ဆေး တွေ သောက် လို့ ရ လဲ ရှင့်,idx_new_health_182
ကိုဗစ် ဖြစ် လို့ ပျောက် ပြီး ဘယ်လောက် နေ ရင် ကာကွယ်ဆေး ထိုး လို့ ရ လဲ ဆရာ ရှင့်,idx_new_health_183
ကိုဗစ် ဗိုင်းရပ်စ် က ကူးစက်မှု့ မြန်လာ တယ်,idx_new_health_187
ကိုဗစ် ဗိုင်းရပ်စ် က အဆုတ် ကို အဓိက တိုက်ခိုက် တာ ပါ,idx_new_health_189
ကိုဗစ် မ ဟုတ် ပါ ဘူး ရိုးရိုး ဖျား တာ ပါ,idx_new_health_192
ကိုဗစ် မှာ ဘာ ကြောင့် အနံ့ ပျောက် တာ လဲ,idx_new_health_195
ကိုဗစ် ရှိ နေ တာ မ သိ ဘဲ ကာကွယ်ဆေး ထိုး လိုက် မိ ပြီ လား,idx_new_health_211
ကိုဗစ် ရှိ နေ တာ မ သိ ဘဲ ကာကွယ်ဆေး ထိုး လိုက် မိ ရင် ဘာ ဖြစ် မလဲ,idx_new_health_212
ကိုဗစ် ရှိ သေး သည် မ ဟုတ် လား,idx_new_health_216
ကိုဗစ် လား တုပ်ကွေး လား ဆိုတာ ကို လက္ခဏာ နဲ့ ခွဲ လို့ ရ နိုင် လား,idx_new_health_221
ကိုဗစ် လား တုပ်ကွေး လား မ သေချာ ရင် ဘယ်လို လုပ် မလဲ,idx_new_health_222
ကိုဗစ် လူနာ ကို အောက်ဆီဂျင် ဘယ်လောက် ပေး ကြ မလဲ,idx_new_health_225
ကိုဗစ် လူနာ တွေ ကို ဘာ ကြောင့် ဗီတာမင် စီ တိုက် တာ လဲ,idx_new_health_228
ကိုဗစ် လူနာ တွေ မှာ အောက်ဆီဂျင် ကို ဘယ်လို ပေး ကြ မလဲ,idx_new_health_230
ကိုဗစ် လူနာ နဲ့ နဂါးမောက်သီး နဲ့ တည့် လား ဗျ,idx_new_health_232
ကိုဗစ် လူနာ မှာ အောက်စီဂျင် ဖြတ် ရ ခက် ရင် ဘယ်လို လုပ် မလဲ,idx_new_health_233
ကိုဗစ် လူနာ အတွက် သူနာပြု ရှာ နေ တာ လား,idx_new_health_235
ကိုဗစ် အပြီး မှာ ဆံပင် တွေ ပို ကျွတ် လာ သလား,idx_new_health_240
ကိုဗစ် အပြီး မှာ ပတ်ဝန်းကျင် ညစ်ညမ်းမှု ဒဏ် တွေ ကို ဆက် ပြီး ခံစား ရ မှာ လား,idx_new_health_241
ကိုဗစ်ဆေး ထိုး ပြီး ခေါင်းမူး နေ တာ ခေါင်းမူး ပျောက် ဆေး သောက် လို့ ရ လား,idx_new_health_246
ကိုဗစ်ရှီး က ကော ဘယ်လောက် ခံ မလဲ,idx_new_health_248
ကျောက်ကပ် ရောဂါ သမား က ကိုဗစ် ကာကွယ်ဆေး ထိုး လို့ ရ လား ဗျ,idx_new_health_251
ငရုတ်သီး က ကိုဗစ် ကာကွယ် သ တဲ့ လား,idx_new_health_258
ဆီးချို ရှိ တာ နဲ့ ကိုဗစ် ကူး ရော လား,idx_new_health_260
ဆေးလိပ် ငွေ့ တွေ က ကိုဗစ် ကူး နိုင် သလား,idx_new_health_264
ဆေးလိပ် ငွေ့ တွေ က နေ ကိုဗစ် ကူး နိုင် သလား,idx_new_health_265
တုပ်ကွေး နဲ့ ကိုဗစ် ဘယ် ဟာ က ပို ပြင်းထန် သလဲ,idx_new_health_269
တုပ်ကွေး နဲ့ ကိုဗစ် ဘာ တွေ တူ လို့ ဘာ တွေ ကွဲ,idx_new_health_270
တုပ်ကွေး လား ကိုဗစ် လား ဆိုတာ ကို ဘယ်လို ခွဲခြား လို့ ရ နိုင် မလဲ,idx_new_health_274
တုပ်ကွေး လား ကိုဗစ် လား မ သေချာ ရင် ဘာ လုပ် ကြ မလဲ,idx_new_health_275
ဒါ က တော့ ကိုဗစ် ဗိုင်းရပ်စ် အဓိက ဝင်ရောက် ဖျက်ဆီး ပစ် နိုင် တဲ့ အဆုတ် ပါ,idx_new_health_278
ဒါဆို ရာသီ တုပ်ကွေး ကာကွယ်ဆေး ကို ကိုဗစ် ကာကွယ်ဆေး အစားထိုး လို့ ရ မလား,idx_new_health_283
ဒါပေမယ့် ကိုဗစ် က တော့ တုပ်ကွေး ထက် ပို ကူး ပါ တယ်,idx_new_health_286
ဒါပေမယ့် ကိုဗစ် ဖြစ် ပြီး သွား တဲ့ လူနာ တွေ ဆံပင်ကျွတ် တာ က အမှန် ပါ,idx_new_health_288
ဒါပေမယ့် စောစော သိ စောစော ကု သ ရင် တော့ ကိုဗစ် က ပျောက်ကင်း နိုင်ခြေ များ ပါ တယ်,idx_new_health_290
ဒါပေမယ့် မာယာ များ တဲ့ ကိုဗစ် က အမြဲတမ်း လက္ခဏာ ပြ တာ မ ဟုတ် ဘူး လေ,idx_new_health_291
ဒါ့ ပြင် တုပ်ကွေး ထက် စာ ရင် ကိုဗစ် က ပို ပြီး တော့ လည်း ပြင်းထန် ပါ တယ်,idx_new_health_292
ဒီ ထဲ မှာ မှ အဖြစ် အများဆုံး ကိုဗစ် နောက်ဆက်တွဲ ကျန်းမာရေး ပြဿနာ က ချောင်းခြောက် ဆိုး တာ ပါ,idx_new_health_295
ဓါတ်မှန် ရိုက် ကြည့် ပါ နော် ကိုဗစ် က အဆုတ် ထိ တတ် ပါ တယ်,idx_new_health_296
နို့တိုက် မိခင် ကိုဗစ် ကာကွယ်ဆေး ထိုး လို့ ရ လား,idx_new_health_298
နှစ် ကြိမ် ထိုး ပြီး ကိုဗစ် ဖြစ် တယ် ထပ် ပြီး ထိုး ဖို့ လို လား,idx_new_health_299
နှလုံးခုန်နှုန်း မြန် နေ ရင် ကော ကိုဗစ် ဖြစ် နိုင် ပါ သလား,idx_new_health_300
ပါရာစီတမော နဲ့ မ တည့် လို့ ကိုဗစ် ကာကွယ်ဆေး ထိုး လို့ ရ လား ရှင့်,idx_new_health_302
ဗီတာမင် စီ က ကိုဗစ် ကာကွယ်ဆေး မ ဟုတ် ပါ ဘူး,idx_new_health_303
ဗီတာမင် စီ သောက် ရုံ နဲ့ ကိုဗစ် မကူး တာ မ ဟုတ် ပါ ဘူး,idx_new_health_304
ဘာ လို့ ကိုဗစ် ဖြစ် ပြီး မှ ပို စား လာ ရ တာ လဲ,idx_new_health_305
ဘေဘီ လေး က ဖျား နေ တာ အအေးမိ တာ လား တုပ်ကွေး လား ကိုဗစ် လား,idx_new_health_307
မ သိ တာ လေ မေး ချင် လို့ ကိုယ်ဝန်ဆောင် သည် ကိုဗစ်ဆေး ထိုး လို့ ရ လား,idx_new_health_310
မကြာခဏ လက်ဆေး မယ်,idx_new_health_312
မူလ ကို ဗစ် ဗိုင်းရပ်စ် ကို ရှစ်ဆယ် ရာခိုင်နှုန်း အထိ ကာကွယ် ပေး နိုင် ပါ တယ်,idx_new_health_314
မေမေ က ကိုဗစ် ဖြစ် နေ ရင် ဘေဘီ လေး ကို နို့ဆက်တိုက် လို့ ဖြစ် ပါ့ မလား,idx_new_health_315
မျက်စိ နာ တာ ကိုဗစ် လား,idx_new_health_316
မျက်စိ နာ ပြီ ဆိုတာ နဲ့ ကိုဗစ် ဖြစ် နေ ပြီ လို့ တော့ မ ဆိုသာ ပါ ဘူး,idx_new_health_317
မြန်မာ နိုင်ငံ မှာ ကိုဗစ် စတုတ္ထ လှိုင်း များ ထပ် လာ နိုင် သလား,idx_new_health_318
မြန်မာ နိုင်ငံ မှာ ကိုဗစ် စတုတ္ထ လှိုင်းထပ် လာ နိုင် သလား,idx_new_health_319
ရင်သား ကင်ဆာ ဆေး သောက် တဲ့ သူ ကိုဗစ် ကာကွယ်ဆေး ထိုး လို့ ရ ပါ လား ရှင့်,idx_new_health_324
ရိုးရိုး တုပ်ကွေး နဲ့ ကိုဗစ် ဘယ်လို ခွဲ မလဲ,idx_new_health_325
လက်ဆေး တာ က ကိုဗစ် ကို ကာကွယ် နိုင် တဲ့ အလွယ်ကူဆုံး နည်းလမ်း ပါ,idx_new_health_326
လူ တော်တော် များများ က ကိုဗစ် ဆို ရင် ဖျား မယ်,idx_new_health_328
လူစုလူဝေး ကို ဘယ် အခြေအနေ မှာ မ ဆို ရှောင် မယ်,idx_new_health_329
လောက် သေရွက် က ကိုဗစ် ကို မ နိုင် ပါ ဘူး,idx_new_health_331
သင် ကိုယ်တိုင် က ကိုဗစ် ဖြန့်ချိ သူ တစ် ဦး ဖြစ် နေ ပြီ လား,idx_new_health_332
သွေးတိုး သမား တွေ ကိုဗစ် ကို ဘယ်လို ရင်ဆိုင် ကာကွယ် မလဲ,idx_new_health_333
အခု လို ကိုဗစ်ကာလ မှာ အဆုတ် ကျန်းမာ ဖို့ အရေးကြီး ပါ တယ်,idx_new_health_336
အနံ ပျောက် ရင် ကိုဗစ် စစ် ကြည့် သင့် ပါ တယ် ခင်ဗျ,idx_new_health_338
အနံ့ ပျောက် တာ က ကိုဗစ် ရဲ့ လက္ခဏာ တစ်ခု ဖြစ် နေ လို့ ပါ,idx_new_health_339
အနံ့ ပျောက် တာ က ကိုဗစ် ရဲ့ သိသာ တဲ့ လက္ခဏာ တစ်ခု ဖြစ် လာ ပါ ပြီ,idx_new_health_340
အနံ့ ပျောက် တာ တစ် ခု ထဲ နဲ့ ကိုဗစ် ဖြစ် နိုင် လား ဗျ,idx_new_health_341
အပြင် သွား တိုင်း မက်စ် တပ် မယ်,idx_new_health_343
အရက် သောက် သုံး တာ က ကိုဗစ် ဗိုင်းရပ်စ် ကို မ သေ စေ နိုင် ပါ ဘူး,idx_new_health_344
အရက်ပြန် အနံ့ ရှု ကြည့် တစ်နေကုန် အနံ့ လုံးလုံး မ ရ ရင် ကိုဗစ် ဖြစ် ဖို့ များ တယ်,idx_new_health_345
အိပ်အိုင်ဗီ ပိုး ရှိ သူ တွေ ကိုဗစ် ကာကွယ်ဆေး ထိုး လို့ ရ လား,idx_new_health_346
အူ အတက် ခွဲ ထား ရင် ကော ကိုဗစ် ကာကွယ်ဆေး ထိုး လို့ ရ လား ရှင့်,idx_new_health_347
သွား ပျက်စီး ခြင်း အသက်ရှူ ခက်ခဲ ခြင်း နှလုံး ပျက်စီး ခြင်း အစ ရှိ တဲ့ ထုံဆေး မေ့ဆေး ရဲ့ ဆိုးကျိုး များ,idx_new_health_2207
ဥပမာ သွေးချို ဆီးချို ရောဂါ အမျိုးသမီး များ တွင် သွေး ဆုံး ကိုင် ခြင်း အမျိုးသား များ တွင် ဆီးကျိတ် ကြီး ခြင်း,idx_new_health_2252
စွဲသောက် နေ တဲ့ ဆေးဝါး တွေ ဥပမာ စိတ်ကျ ရောဂါ ကုဆေး တွေ အတက်ကျ ဆေး တွေ ဆီးဆေး တွေ သွေးတိုးကျ ဆေး တွေ,idx_new_health_2272
ဒဏ်ရာ သည် ခြေ လက် ပေါ် တွင် ရှိ ပါ က သွေးထွက်မှု နည်း အောင် နှလုံး ပြင်ညီ ထက် မြင့်အောင် ထား ပါ,idx_new_health_2290
ဒါပေမယ့် ပုံမှန် အချိန် တောင် သူ များ ထက် အစားအသောက် အနေအထိုင် ပို ပြီး ဂရုစိုက် ရ တဲ့ ဆီးချိုသမား များ အတွက် ရော,idx_new_health_2300
နှလုံး ရောဂါ ခံစား ရ နိုင်ခြေ အပေါ် မှာ သက်ရောက်မှု ရှိ နေ တဲ့ အရာ တစ် ခု သို့ မဟုတ် သွေး အမျိုးအစား,idx_new_health_2332
လက်ချောင်းထိပ် လေး ကို စမ်းသပ်ရုံ နဲ့ နှလုံး ရောဂါ ဖြစ်နိုင်ချေ ရှိ လား ဆိုတာ ကို ခန့်မှန်း နိုင် မယ့် နည်းလမ်း သစ်,idx_new_health_2372
ဟော်မုန်း ဆေး တွေ သုံး ခဲ့ ရ တဲ့ လိင် ပြောင်းလဲ သူ တွေ နှလုံး ရောဂါ နဲ့ လေဖြတ် အန္တရာယ် ပို များ,idx_new_health_2402
ကယ်လိုရီ ပမာဏ လျှော့စား တာ က ဆီးချို ဝေဒနာရှင် တွေ ကို ကိုယ် အလေးချိန် ကျအောင် အထောက်အကူ ပေး နိုင် မှာ ဖြစ် ပါ တယ်,idx_new_health_2432
ကောင်းကောင်း အိပ်စက် အနားယူ ခြင်း ကျန်းမာရေး ကိုယ် အလေးချိန် အိပ်စက် ခြင်း ကယ်လိုရီ အိပ်ရေးပျက် ခြင်း ရောင်ရမ်းမှု သွေးတွင်း သကြား ဓာတ်ကိုယ်ခံ အား နှလုံး ရောဂါ,idx_new_health_2441
ဆီးချို အနာ များ ဖြစ် လာ ရင် သား များ ဟာ ပုပ် ဆွေးလာ ပြီး ဘက်တီးရီးယား များ ဝင်ရောက် ပေါက်ပွား နိုင် ပါ တယ်,idx_new_health_2463
နှလုံး သွေးကြော နဲ့ ပတ်သက် တဲ့ ရောဂါ အခြေအနေ ပို ဆိုး လာ ခြင်း နှလုံး ရုတ်တရက် ဖောက် တာ နှလုံး သွေးကြောကျဉ်း တာ,idx_new_health_2522
မုရိုး ပင် မှာ ပါ တဲ့ ဓာတု ပစ္စည်း တွေ က နှလုံး ရဲ့ လုပ်ဆောင်မှု ကို ထိခိုက် စေ နိုင် သလို အော့အန်တာ ဝမ်းလျှော,idx_new_health_2528
သွေးတိုး တယ် လို့ ဆို လိုက် ရင် လူ အများစု က သေ နိုင် လောက် တဲ့ ကျန်းမာရေး ပြဿနာ မ ဟုတ် ပါ ဘူး,idx_new_health_2553
